path,word,token,phrase,upload_date
content/asl_app_data/dictionary/SG ASL Aspect 1 2023-9-7 CC.mp4,,ASPECT 1,,
content/asl_app_data/dictionary/SG ASL Aspect 1 2023-9-7.mkv,,ASPECT 1,,
content/asl_app_data/dictionary/SG ASL Audicity 1 2023-10-25 CC.mp4,,AUDICITY 1,,
content/asl_app_data/dictionary/SG ASL Audicity 1 2023-10-25.mkv,,AUDICITY 1,,
content/asl_app_data/dictionary/SG ASL Audicity 1 2023-10-25 GIF.gif,,AUDICITY 1,,
content/asl_app_data/dictionary/SG ASL Arson 1 2023-8-22 CC.mp4,,ARSON 1,,
content/asl_app_data/dictionary/SG ASL Arson 1 2023-8-22.mkv,,ARSON 1,,
content/asl_app_data/dictionary/SG ASL Annex 1 2023-7-3.mkv,,ANNEX 1,,
content/asl_app_data/dictionary/SG ASL Annex 1 2023-7-3 CC.gif,,ANNEX 1,,
content/asl_app_data/dictionary/SG ASL Ashamed 1 2023-8-30.mkv,,ASHAMED 1,,
content/asl_app_data/dictionary/SG ASL Ashamed 1 2023-8-30 CC.mp4,,ASHAMED 1,,
content/asl_app_data/dictionary/SG ASL Anti 1 2023-7-8.mkv,,ANTI 1,,
content/asl_app_data/dictionary/SG ASL Anti 1 2023-7-8 CC.mp4,,ANTI 1,,
content/asl_app_data/dictionary/SG ASL Alert (Inform) 2023-5-17 CC.gif,,ALERT (INFORM),,
content/asl_app_data/dictionary/SG ASL Alert (Inform) 2023-5-17.mkv,,ALERT (INFORM),,
content/asl_app_data/dictionary/SG ASL Ashamed (Alt) 2023-8-29 CC.mp4,,ASHAMED (ALT),,
content/asl_app_data/dictionary/SG ASL Ashamed (Alt) 2023-8-29.mkv,,ASHAMED (ALT),,
content/asl_app_data/dictionary/SG ASL Albania 1 2023-5-15.mkv,,ALBANIA 1,,
content/asl_app_data/dictionary/SG ASL Albania 1 2023-5-15 CC.gif,,ALBANIA 1,,
content/asl_app_data/dictionary/SG ASL Assemble 1 2023-9-13.mkv,,ASSEMBLE 1,,
content/asl_app_data/dictionary/SG ASL Assemble 1 2023-9-13 CC.mp4,,ASSEMBLE 1,,
content/asl_app_data/dictionary/SG ASL Anxious (Alt) 1 2023-7-15.mkv,,ANXIOUS (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Anxious (Alt) 1 2023-7-15 CC.mp4,,ANXIOUS (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Austria 1 2023-11-7 CC.mp4,,AUSTRIA 1,,
content/asl_app_data/dictionary/SG ASL Austria 1 2023-11-7.mkv,,AUSTRIA 1,,
content/asl_app_data/dictionary/SG ASL Audtion 1 2023-10-26 CC.mp4,,AUDTION 1,,
content/asl_app_data/dictionary/SG ASL Audtion 1 2023-10-26.mkv,,AUDTION 1,,
content/asl_app_data/dictionary/SG ASL Audtion 1 2023-10-26 GIF.gif,,AUDTION 1,,
content/asl_app_data/dictionary/SG ASL Annoint (Alt) 2023-7-4.mkv,,ANNOINT (ALT),,
content/asl_app_data/dictionary/SG ASL Annoint (Alt) 2023-7-4 CC.gif,,ANNOINT (ALT),,
content/asl_app_data/dictionary/SG ASL Arrest Warrant 1 2023-8-18.mkv,,ARREST WARRANT 1,,
content/asl_app_data/dictionary/SG ASL Arrest Warrant 1 2023-8-18 CC.mp4,,ARREST WARRANT 1,,
content/asl_app_data/dictionary/SG ASL Attract Atention 1 2023-10-22 GIF.gif,,ATTRACT ATENTION 1,,
content/asl_app_data/dictionary/SG ASL Attract Atention 1 2023-10-22.mkv,,ATTRACT ATENTION 1,,
content/asl_app_data/dictionary/SG ASL Attract Atention 1 2023-10-22 CC.mp4,,ATTRACT ATENTION 1,,
content/asl_app_data/dictionary/SG ASL Awestruck 2 2023-11-16 CC.mp4,,AWESTRUCK 2,,
content/asl_app_data/dictionary/SG ASL Awestruck 2 2023-11-16 GIF.gif,,AWESTRUCK 2,,
content/asl_app_data/dictionary/SG ASL Awestruck 2 2023-11-16.mkv,,AWESTRUCK 2,,
content/asl_app_data/dictionary/SG ASL Appreciate One Handed 2023-7-30 CC.mp4,,APPRECIATE ONE HANDED,,
content/asl_app_data/dictionary/SG ASL Appreciate One Handed 2023-7-30.mkv,,APPRECIATE ONE HANDED,,
content/asl_app_data/dictionary/SG ASL Association Variant 2023-9-29.mkv,,ASSOCIATION VARIANT,,
content/asl_app_data/dictionary/SG ASL Association Variant 2023-9-29 CC.mp4,,ASSOCIATION VARIANT,,
content/asl_app_data/dictionary/SG ASL Alert (Vigilance) 2 2023-5-18.mkv,,ALERT (VIGILANCE) 2,,
content/asl_app_data/dictionary/SG ASL Alert (Vigilance) 2 2023-5-18 CC.gif,,ALERT (VIGILANCE) 2,,
content/asl_app_data/dictionary/SG ASL Algorithm 4 2023-5-19 CC.gif,,ALGORITHM 4,,
content/asl_app_data/dictionary/SG ASL Algorithm 4 2023-5-19.mkv,,ALGORITHM 4,,
content/asl_app_data/dictionary/SG ASL Assign (Give) 2023-9-19 CC.mp4,,ASSIGN (GIVE),,
content/asl_app_data/dictionary/SG ASL Assign (Give) 2023-9-19.mkv,,ASSIGN (GIVE),,
content/asl_app_data/dictionary/SG ASL Atmosphere 1 2023-10-13 CC.mp4,,ATMOSPHERE 1,,
content/asl_app_data/dictionary/SG ASL Atmosphere 1 2023-10-13.mkv,,ATMOSPHERE 1,,
content/asl_app_data/dictionary/SG ASL Assembly of God 1 2023-9-13 CC.mp4,,ASSEMBLY OF GOD 1,,
content/asl_app_data/dictionary/SG ASL Assembly of God 1 2023-9-13.mkv,,ASSEMBLY OF GOD 1,,
content/asl_app_data/dictionary/SG ASL Antigravity 1 2023-7-10 CC.mp4,,ANTIGRAVITY 1,,
content/asl_app_data/dictionary/SG ASL Antigravity 1 2023-7-10.mkv,,ANTIGRAVITY 1,,
content/asl_app_data/dictionary/SG ASL Attract (Variation) 2023-10-22 GIF.gif,,ATTRACT (VARIATION),,
content/asl_app_data/dictionary/SG ASL Attract (Variation) 2023-10-22.mkv,,ATTRACT (VARIATION),,
content/asl_app_data/dictionary/SG ASL Attract (Variation) 2023-10-22 CC.mp4,,ATTRACT (VARIATION),,
content/asl_app_data/dictionary/SG ASL Atheism 2 2023-10-9.mkv,,ATHEISM 2,,
content/asl_app_data/dictionary/SG ASL Atheism 2 2023-10-9 CC.mp4,,ATHEISM 2,,
content/asl_app_data/dictionary/SG ASL Anxious 1 2023-7-16.mkv,,ANXIOUS 1,,
content/asl_app_data/dictionary/SG ASL Anxious 1 2023-7-16 CC.mp4,,ANXIOUS 1,,
content/asl_app_data/dictionary/SG ASL Algorithm 3 2023-5-19.mkv,,ALGORITHM 3,,
content/asl_app_data/dictionary/SG ASL Algorithm 3 2023-5-19 CC.gif,,ALGORITHM 3,,
content/asl_app_data/dictionary/SG ASL Astronomy 1 2023-10-2.mkv,,ASTRONOMY 1,,
content/asl_app_data/dictionary/SG ASL Astronomy 1 2023-10-2 CC.mp4,,ASTRONOMY 1,,
content/asl_app_data/dictionary/SG ASL Associate (Work) 1 2023-9-27 CC.mp4,,ASSOCIATE (WORK) 1,,
content/asl_app_data/dictionary/SG ASL Associate (Work) 1 2023-9-27.mkv,,ASSOCIATE (WORK) 1,,
content/asl_app_data/dictionary/SG ASL Awful (Variant) 2 2023-11-16.mkv,,AWFUL (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Awful (Variant) 2 2023-11-16 GIF.gif,,AWFUL (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Awful (Variant) 2 2023-11-16 CC.mp4,,AWFUL (VARIANT) 2,,
content/asl_app_data/dictionary/SG ASL Art Gallery 1 2023-8-23.mkv,,ART GALLERY 1,,
content/asl_app_data/dictionary/SG ASL Art Gallery 1 2023-8-23 CC.mp4,,ART GALLERY 1,,
content/asl_app_data/dictionary/SG ASL Appalling 2 2023-7-23 CC.mp4,,APPALLING 2,,
content/asl_app_data/dictionary/SG ASL Appalling 2 2023-7-23.mkv,,APPALLING 2,,
content/asl_app_data/dictionary/SG ASL Annex Building 1 2023-7-3 CC.gif,,ANNEX BUILDING 1,,
content/asl_app_data/dictionary/SG ASL Annex Building 1 2023-7-3.mkv,,ANNEX BUILDING 1,,
content/asl_app_data/dictionary/SG ASL Around (Alt) 2023-8-15 CC.mp4,,AROUND (ALT),,
content/asl_app_data/dictionary/SG ASL Around (Alt) 2023-8-15.mkv,,AROUND (ALT),,
content/asl_app_data/dictionary/SG ASL Automation 1 2023-11-15.mkv,,AUTOMATION 1,,
content/asl_app_data/dictionary/SG ASL Automation 1 2023-11-15 GIF.gif,,AUTOMATION 1,,
content/asl_app_data/dictionary/SG ASL Automation 1 2023-11-15 CC.mp4,,AUTOMATION 1,,
content/asl_app_data/dictionary/SG ASL August (Variant) 1 2023-10-27 GIF.gif,,AUGUST (VARIANT) 1,,
content/asl_app_data/dictionary/SG ASL August (Variant) 1 2023-10-27.mkv,,AUGUST (VARIANT) 1,,
content/asl_app_data/dictionary/SG ASL August (Variant) 1 2023-10-27 CC.mp4,,AUGUST (VARIANT) 1,,
content/asl_app_data/dictionary/SG ASL All Day 1 2024-4-16.mkv,,ALL DAY 1,,
content/asl_app_data/dictionary/SG ASL All Day 1 2024-4-16 GIF.gif,,ALL DAY 1,,
content/asl_app_data/dictionary/SG ASL All Day 1 2024-4-16 CC.mp4,,ALL DAY 1,,
content/asl_app_data/dictionary/SG ASL Auslan 2 2023-11-6.mkv,,AUSLAN 2,,
content/asl_app_data/dictionary/SG ASL Auslan 2 2023-11-6 CC.mp4,,AUSLAN 2,,
content/asl_app_data/dictionary/SG ASL Auslan 2 2023-11-6 GIF.gif,,AUSLAN 2,,
content/asl_app_data/dictionary/SG ASL Assassinate 3 2023-9-11 CC.mp4,,ASSASSINATE 3,,
content/asl_app_data/dictionary/SG ASL Assassinate 3 2023-9-11.mkv,,ASSASSINATE 3,,
content/asl_app_data/dictionary/SG ASL Aspire 3 2023-9-8.mkv,,ASPIRE 3,,
content/asl_app_data/dictionary/SG ASL Aspire 3 2023-9-8 CC.mp4,,ASPIRE 3,,
content/asl_app_data/dictionary/SG ASL Albeit 1 2023-5-16.mkv,,ALBEIT 1,,
content/asl_app_data/dictionary/SG ASL Albeit 1 2023-5-16 CC.gif,,ALBEIT 1,,
content/asl_app_data/dictionary/SG ASL Assemble (Alt) Variant Extended 1 2023-9-12 CC.mp4,,ASSEMBLE (ALT) VARIANT EXTENDED 1,,
content/asl_app_data/dictionary/SG ASL Assemble (Alt) Variant Extended 1 2023-9-12.mkv,,ASSEMBLE (ALT) VARIANT EXTENDED 1,,
content/asl_app_data/dictionary/SG ASL Attend 2 2023-10-17.mkv,,ATTEND 2,,
content/asl_app_data/dictionary/SG ASL Attend 2 2023-10-17 GIF.gif,,ATTEND 2,,
content/asl_app_data/dictionary/SG ASL Attend 2 2023-10-17 CC.mp4,,ATTEND 2,,
content/asl_app_data/dictionary/SG ASL Assert 1 2023-9-14.mkv,,ASSERT 1,,
content/asl_app_data/dictionary/SG ASL Assert 1 2023-9-14 CC.mp4,,ASSERT 1,,
content/asl_app_data/dictionary/SG ASL Anxious (Alt) Other Variant 1 2023-7-15 CC.mp4,,ANXIOUS (ALT) OTHER VARIANT 1,,
content/asl_app_data/dictionary/SG ASL Anxious (Alt) Other Variant 1 2023-7-15.mkv,,ANXIOUS (ALT) OTHER VARIANT 1,,
content/asl_app_data/dictionary/SG ASL Aunt 2 2023-11-5.mkv,,AUNT 2,,
content/asl_app_data/dictionary/SG ASL Aunt 2 2023-11-5 CC.mp4,,AUNT 2,,
content/asl_app_data/dictionary/SG ASL Aunt 2 2023-11-5 GIF.gif,,AUNT 2,,
content/asl_app_data/dictionary/SG ASL Alert Device 2 2023-5-18 CC.gif,,ALERT DEVICE 2,,
content/asl_app_data/dictionary/SG ASL Alert Device 2 2023-5-18.mkv,,ALERT DEVICE 2,,
content/asl_app_data/dictionary/SG ASL Auto Insurance 5 2023-11-11 CC.mp4,,AUTO INSURANCE 5,,
content/asl_app_data/dictionary/SG ASL Auto Insurance 5 2023-11-11 GIF.gif,,AUTO INSURANCE 5,,
content/asl_app_data/dictionary/SG ASL Auto Insurance 5 2023-11-11.mkv,,AUTO INSURANCE 5,,
content/asl_app_data/dictionary/SG ASL Ancient 1 2023-6-28 CC.gif,,ANCIENT 1,,
content/asl_app_data/dictionary/SG ASL Ancient 1 2023-6-28.mkv,,ANCIENT 1,,
content/asl_app_data/dictionary/SG ASL Auto Mechanic Extended 2023-11-12 GIF.gif,,AUTO MECHANIC EXTENDED,,
content/asl_app_data/dictionary/SG ASL Auto Mechanic Extended 2023-11-12.mkv,,AUTO MECHANIC EXTENDED,,
content/asl_app_data/dictionary/SG ASL Auto Mechanic Extended 2023-11-12 CC.mp4,,AUTO MECHANIC EXTENDED,,
content/asl_app_data/dictionary/SG ASL Attract One Handed 2023-10-22 GIF.gif,,ATTRACT ONE HANDED,,
content/asl_app_data/dictionary/SG ASL Attract One Handed 2023-10-22.mkv,,ATTRACT ONE HANDED,,
content/asl_app_data/dictionary/SG ASL Attract One Handed 2023-10-22 CC.mp4,,ATTRACT ONE HANDED,,
content/asl_app_data/dictionary/SG ASL Alert (Inform) Alt 2 2023-5-17 CC.gif,,ALERT (INFORM) ALT 2,,
content/asl_app_data/dictionary/SG ASL Alert (Inform) Alt 2 2023-5-17.mkv,,ALERT (INFORM) ALT 2,,
content/asl_app_data/dictionary/SG ASL Articulate (Alt) 1 2023-8-24 CC.mp4,,ARTICULATE (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Articulate (Alt) 1 2023-8-24.mkv,,ARTICULATE (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Asshole Variant 1 2023-9-18.mkv,,ASSHOLE VARIANT 1,,
content/asl_app_data/dictionary/SG ASL Asshole Variant 1 2023-9-18 CC.mp4,,ASSHOLE VARIANT 1,,
content/asl_app_data/dictionary/SG ASL Awry (Alt) 1 2023-11-19 GIF.gif,,AWRY (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Awry (Alt) 1 2023-11-19 CC.mp4,,AWRY (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Awry (Alt) 1 2023-11-19.mkv,,AWRY (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Alcoholic 3 2023-5-16.mkv,,ALCOHOLIC 3,,
content/asl_app_data/dictionary/SG ASL Azerbaijan 1 2023-11-19 GIF.gif,,AZERBAIJAN 1,,
content/asl_app_data/dictionary/SG ASL Azerbaijan 1 2023-11-19 CC.mp4,,AZERBAIJAN 1,,
content/asl_app_data/dictionary/SG ASL Azerbaijan 1 2023-11-19.mkv,,AZERBAIJAN 1,,
content/asl_app_data/dictionary/SG ASL Asia (Alt) Variant 2023-8-30.mkv,,ASIA (ALT) VARIANT,,
content/asl_app_data/dictionary/SG ASL Asia (Alt) Variant 2023-8-30 CC.mp4,,ASIA (ALT) VARIANT,,
content/asl_app_data/dictionary/SG ASL Alcoholic 1 2023-5-16.mkv,,ALCOHOLIC 1,,
content/asl_app_data/dictionary/SG ASL Alcoholic 1 2023-5-16 CC.gif,,ALCOHOLIC 1,,
content/asl_app_data/dictionary/SG ASL Anniversary 1 2023-7-4 CC.gif,,ANNIVERSARY 1,,
content/asl_app_data/dictionary/SG ASL Anniversary 1 2023-7-4.mkv,,ANNIVERSARY 1,,
content/asl_app_data/dictionary/SG ASL Arrogant (Alt) 1 2023-8-19 CC.mp4,,ARROGANT (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Arrogant (Alt) 1 2023-8-19.mkv,,ARROGANT (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Anniversary Date 2023-7-4 CC.gif,,ANNIVERSARY DATE,,
content/asl_app_data/dictionary/SG ASL Anniversary Date 2023-7-4.mkv,,ANNIVERSARY DATE,,
content/asl_app_data/dictionary/SG ASL Author 3 2023-11-8.mkv,,AUTHOR 3,,
content/asl_app_data/dictionary/SG ASL Author 3 2023-11-8 CC.mp4,,AUTHOR 3,,
content/asl_app_data/dictionary/SG ASL Authority Additional Variant 2023-11-9.mkv,,AUTHORITY ADDITIONAL VARIANT,,
content/asl_app_data/dictionary/SG ASL Authority Additional Variant 2023-11-9 CC.mp4,,AUTHORITY ADDITIONAL VARIANT,,
content/asl_app_data/dictionary/SG ASL Autopsy 2 2023-11-14 GIF.gif,,AUTOPSY 2,,
content/asl_app_data/dictionary/SG ASL Autopsy 2 2023-11-14 CC.mp4,,AUTOPSY 2,,
content/asl_app_data/dictionary/SG ASL Autopsy 2 2023-11-14.mkv,,AUTOPSY 2,,
content/asl_app_data/dictionary/SG ASL Assault 1 2023-9-11 CC.mp4,,ASSAULT 1,,
content/asl_app_data/dictionary/SG ASL Assault 1 2023-9-11.mkv,,ASSAULT 1,,
content/asl_app_data/dictionary/SG ASL Albeit 2 2023-5-16.mkv,,ALBEIT 2,,
content/asl_app_data/dictionary/SG ASL Albeit 2 2023-5-16 CC.gif,,ALBEIT 2,,
content/asl_app_data/dictionary/SG ASL Arrest (Alt) 1 2023-8-17.mkv,,ARREST (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Arrest (Alt) 1 2023-8-17 CC.mp4,,ARREST (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Arrest 1 2023-8-17 CC.mp4,,ARREST 1,,
content/asl_app_data/dictionary/SG ASL Arrest 1 2023-8-17.mkv,,ARREST 1,,
content/asl_app_data/dictionary/SG ASL Atone 1 2023-10-14.mkv,,ATONE 1,,
content/asl_app_data/dictionary/SG ASL Atone 1 2023-10-14 CC.mp4,,ATONE 1,,
content/asl_app_data/dictionary/SG ASL Attractive 1 2023-10-23 GIF.gif,,ATTRACTIVE 1,,
content/asl_app_data/dictionary/SG ASL Attractive 1 2023-10-23.mkv,,ATTRACTIVE 1,,
content/asl_app_data/dictionary/SG ASL Attractive 1 2023-10-23 CC.mp4,,ATTRACTIVE 1,,
content/asl_app_data/dictionary/SG ASL Australia 1 2023-11-7.mkv,,AUSTRALIA 1,,
content/asl_app_data/dictionary/SG ASL Australia 1 2023-11-7 CC.mp4,,AUSTRALIA 1,,
content/asl_app_data/dictionary/SG ASL Anxious (Alt) Variant 1 2023-7-15 CC.mp4,,ANXIOUS (ALT) VARIANT 1,,
content/asl_app_data/dictionary/SG ASL Anxious (Alt) Variant 1 2023-7-15.mkv,,ANXIOUS (ALT) VARIANT 1,,
content/asl_app_data/dictionary/SG ASL Attention Deficit Disorder 2023-10-18 GIF.gif,,ATTENTION DEFICIT DISORDER,,
content/asl_app_data/dictionary/SG ASL Attention Deficit Disorder 2023-10-18.mkv,,ATTENTION DEFICIT DISORDER,,
content/asl_app_data/dictionary/SG ASL Attention Deficit Disorder 2023-10-18 CC.mp4,,ATTENTION DEFICIT DISORDER,,
content/asl_app_data/dictionary/SG ASL Antagonism 1 2023-7-6 CC.mp4,,ANTAGONISM 1,,
content/asl_app_data/dictionary/SG ASL Antagonism 1 2023-7-6.mkv,,ANTAGONISM 1,,
"content/asl_app_data/dictionary/SG ASL Athen's, Greece 2023-10-9.mkv",,"ATHEN'S, GREECE",,
"content/asl_app_data/dictionary/SG ASL Athen's, Greece 2023-10-9 CC.mp4",,"ATHEN'S, GREECE",,
content/asl_app_data/dictionary/SG ASL Ascend (Alt) 1 2023-8-27 CC.mp4,,ASCEND (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Ascend (Alt) 1 2023-8-27.mkv,,ASCEND (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Attest (Alt) 2023-10-19 CC.mp4,,ATTEST (ALT),,
content/asl_app_data/dictionary/SG ASL Attest (Alt) 2023-10-19.mkv,,ATTEST (ALT),,
content/asl_app_data/dictionary/SG ASL Attest (Alt) 2023-10-19 GIF.gif,,ATTEST (ALT),,
content/asl_app_data/dictionary/SG ASL ATM 2 2023-10-12 CC.mp4,,ATM 2,,
content/asl_app_data/dictionary/SG ASL ATM 2 2023-10-12.mkv,,ATM 2,,
content/asl_app_data/dictionary/SG ASL At Once One Handed 2023-10-7.mkv,,AT ONCE ONE HANDED,,
content/asl_app_data/dictionary/SG ASL At Once One Handed 2023-10-7 CC.mp4,,AT ONCE ONE HANDED,,
content/asl_app_data/dictionary/SG ASL Antithesis 1 2023-7-13 CC.mp4,,ANTITHESIS 1,,
content/asl_app_data/dictionary/SG ASL Antithesis 1 2023-7-13.mkv,,ANTITHESIS 1,,
content/asl_app_data/dictionary/SG ASL Attain (Alt) 3 2023-10-16 GIF.gif,,ATTAIN (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Attain (Alt) 3 2023-10-16 CC.mp4,,ATTAIN (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Attain (Alt) 3 2023-10-16.mkv,,ATTAIN (ALT) 3,,
content/asl_app_data/dictionary/SG ASL Architect 1 2023-8-9 CC.mp4,,ARCHITECT 1,,
content/asl_app_data/dictionary/SG ASL Architect 1 2023-8-9.mkv,,ARCHITECT 1,,
content/asl_app_data/dictionary/SG ASL Awkward 2 2023-11-18 CC.mp4,,AWKWARD 2,,
content/asl_app_data/dictionary/SG ASL Awkward 2 2023-11-18 GIF.gif,,AWKWARD 2,,
content/asl_app_data/dictionary/SG ASL Awkward 2 2023-11-18.mkv,,AWKWARD 2,,
content/asl_app_data/dictionary/SG ASL Attract Gravity (Alt) 1 2023-10-22.mkv,,ATTRACT GRAVITY (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Attract Gravity (Alt) 1 2023-10-22 GIF.gif,,ATTRACT GRAVITY (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Attract Gravity (Alt) 1 2023-10-22 CC.mp4,,ATTRACT GRAVITY (ALT) 1,,
content/asl_app_data/dictionary/SG ASL Aural 1 2023-11-5 GIF.gif,,AURAL 1,,
content/asl_app_data/dictionary/SG ASL Aural 1 2023-11-5 CC.mp4,,AURAL 1,,
content/asl_app_data/dictionary/SG ASL Aural 1 2023-11-5.mkv,,AURAL 1,,
content/asl_app_data/dictionary/SG ASL Appointment (Alt) 2023-7-29 CC.mp4,,APPOINTMENT (ALT),,
content/asl_app_data/dictionary/SG ASL Appointment (Alt) 2023-7-29.mkv,,APPOINTMENT (ALT),,
content/asl_app_data/dictionary/SG ASL Ascend Variant 2023-8-28 CC.mp4,,ASCEND VARIANT,,
content/asl_app_data/dictionary/SG ASL Ascend Variant 2023-8-28.mkv,,ASCEND VARIANT,,
content/asl_app_data/dictionary/SG ASL Associate (Alt) 2023-9-25 CC.mp4,,ASSOCIATE (ALT),,
content/asl_app_data/dictionary/SG ASL Associate (Alt) 2023-9-25.mkv,,ASSOCIATE (ALT),,
content/asl_app_data/dictionary/SG ASL Articulate 1 2023-8-24 CC.mp4,,ARTICULATE 1,,
content/asl_app_data/dictionary/SG ASL Articulate 1 2023-8-24.mkv,,ARTICULATE 1,,
content/asl_app_data/dictionary/SG ASL Authority Other Variant 2023-11-9 CC.mp4,,AUTHORITY OTHER VARIANT,,
content/asl_app_data/dictionary/SG ASL Authority Other Variant 2023-11-9.mkv,,AUTHORITY OTHER VARIANT,,
content/asl_app_data/dictionary/SG ASL Asylum (Alt) 2023-10-4 CC.mp4,,ASYLUM (ALT),,
content/asl_app_data/dictionary/SG ASL Asylum (Alt) 2023-10-4.mkv,,ASYLUM (ALT),,
content/asl_app_data/dictionary/SG ASL Attest 2 2023-10-19 GIF.gif,,ATTEST 2,,
content/asl_app_data/dictionary/SG ASL Attest 2 2023-10-19 CC.mp4,,ATTEST 2,,
content/asl_app_data/dictionary/SG ASL Attest 2 2023-10-19.mkv,,ATTEST 2,,
content/asl_app_data/dictionary/SG ASL Anymore 1 2023-7-16.mkv,,ANYMORE 1,,
content/asl_app_data/dictionary/SG ASL Anymore 1 2023-7-16 CC.mp4,,ANYMORE 1,,
content/asl_app_data/dictionary/SG ASL Approximate (Local) 2023-8-3.mkv,,APPROXIMATE (LOCAL),,
content/asl_app_data/dictionary/SG ASL Approximate (Local) 2023-8-3 CC.mp4,,APPROXIMATE (LOCAL),,
content/asl_app_data/dictionary/SG ASL Assemble (Alt) Variant Other 2023-9-12.mkv,,ASSEMBLE (ALT) VARIANT OTHER,,
content/asl_app_data/dictionary/SG ASL Assemble (Alt) Variant Other 2023-9-12 CC.mp4,,ASSEMBLE (ALT) VARIANT OTHER,,
content/asl_app_data/dictionary/SG ASL Apathy 1 2023-7-20.mkv,,APATHY 1,,
content/asl_app_data/dictionary/SG ASL Apathy 1 2023-7-20 CC.mp4,,APATHY 1,,
content/asl_app_data/dictionary/SG ASL Anthropology Alt 1 2023-7-8 CC.mp4,,ANTHROPOLOGY ALT 1,,
content/asl_app_data/dictionary/SG ASL Anthropology Alt 1 2023-7-8.mkv,,ANTHROPOLOGY ALT 1,,
content/asl_app_data/dictionary/SG ASL At Fault (Alt) 2023-10-5 CC.mp4,,AT FAULT (ALT),,
content/asl_app_data/dictionary/SG ASL At Fault (Alt) 2023-10-5.mkv,,AT FAULT (ALT),,
content/asl_app_data/dictionary/SG ASL ADHD 1 2023-8-16 CC.mp4,,ADHD 1,,
content/asl_app_data/dictionary/SG ASL ADHD 1 2023-8-16.mkv,,ADHD 1,,
content/asl_app_data/dictionary/SG ASL Auralcentric 1 2023-11-6.mkv,,AURALCENTRIC 1,,
content/asl_app_data/dictionary/SG ASL Auralcentric 1 2023-11-6 CC.mp4,,AURALCENTRIC 1,,
content/asl_app_data/dictionary/SG ASL Auralcentric 1 2023-11-6 GIF.gif,,AURALCENTRIC 1,,
content/asl_app_data/dictionary/SG ASL Apparent 1 2023-7-25.mkv,,APPARENT 1,,
content/asl_app_data/dictionary/SG ASL Apparent 1 2023-7-25 CC.mp4,,APPARENT 1,,
content/asl_app_data/dictionary/SG ASL Annihilate 1 2023-7-4 CC.gif,,ANNIHILATE 1,,
content/asl_app_data/dictionary/SG ASL Annihilate 1 2023-7-4.mkv,,ANNIHILATE 1,,
content/asl_app_data/dictionary/SG ASL Auditory 1 2023-10-26.mkv,,AUDITORY 1,,
content/asl_app_data/dictionary/SG ASL Auditory 1 2023-10-26 CC.mp4,,AUDITORY 1,,
content/asl_app_data/dictionary/SG ASL Auditory 1 2023-10-26 GIF.gif,,AUDITORY 1,,
content/asl_app_data/dictionary/SG ASL Annoint 1 2023-7-4 CC.gif,,ANNOINT 1,,
content/asl_app_data/dictionary/SG ASL Annoint 1 2023-7-4.mkv,,ANNOINT 1,,
content/asl_app_data/dictionary/SG ASL Asylum 2 2023-10-4 CC.mp4,,ASYLUM 2,,
content/asl_app_data/dictionary/SG ASL Asylum 2 2023-10-4.mkv,,ASYLUM 2,,
content/asl_app_data/dictionary/SG ASL Atlanta 2 2023-10-11 CC.mp4,,ATLANTA 2,,
content/asl_app_data/dictionary/SG ASL Atlanta 2 2023-10-11.mkv,,ATLANTA 2,,
content/asl_app_data/dictionary/SG ASL Authority (Alt) 2 2023-11-9 CC.mp4,,AUTHORITY (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Authority (Alt) 2 2023-11-9.mkv,,AUTHORITY (ALT) 2,,
content/asl_app_data/dictionary/SG ASL Atone (Alt) 2023-10-14.mkv,,ATONE (ALT),,
content/asl_app_data/dictionary/SG ASL Atone (Alt) 2023-10-14 CC.mp4,,ATONE (ALT),,
content/asl_app_data/dictionary/SG ASL Antigua and Barbardos 1 2023-7-11.mkv,,ANTIGUA AND BARBARDOS 1,,
content/asl_app_data/dictionary/SG ASL Antigua and Barbardos 1 2023-7-11 CC.mp4,,ANTIGUA AND BARBARDOS 1,,
